,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,0.04613712430000305,0.030584754422307014,0.05382993444800377,0.1850036233663559,0.5661121010780334,0.03338760882616043,0.12794896960258484,0.19827428460121155,0.0014406949048861861,0.053505897521972656,0.010962849482893944,0.05885547772049904,0.0249836016446352,0.03442668542265892,0.13966821134090424,0.014440273866057396,0.007354028522968292,0.02940821833908558,0.07827076315879822,0.06499429792165756,0.2691717743873596,0.030385492369532585,0.08182630687952042,0.014912734739482403,0.08897896111011505,0.18305931985378265,0.008592328056693077,0.07350743561983109,0.2460840493440628,0.18549348413944244,0.001991505967453122,0.18320254981517792,0.056162383407354355,0.1256897896528244,0.07823102921247482,0.07723627984523773,0.022673578932881355,0.12429723888635635,0.050521522760391235,0.008790803141891956,0.18801100552082062
1,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",0.0009077332215383649,0.22189097106456757,0.0006572920829057693,0.06034417450428009,0.019613901153206825,0.022561416029930115,0.002926818560808897,0.0017281586769968271,0.0006300067761912942,0.0034005483612418175,0.018875088542699814,0.0009411495411768556,0.0010861690388992429,0.00025667171576060355,0.00024288255372084677,0.00017298580496571958,0.0013115893816575408,0.00035783249768428504,0.00019143710960634053,0.0013725905446335673,0.0005114754312671721,0.001231192029081285,0.008098923601210117,0.0017595910467207432,0.0015480216825380921,0.08883621543645859,0.006920032203197479,0.002281065797433257,0.0024386553559452295,0.01265463326126337,0.0043532163836061954,0.0009988921228796244,0.0009733361075632274,0.00314053101465106,0.0027984834741801023,0.01321473065763712,0.04005655273795128,0.009492509998381138,0.0009360950789414346,0.0018235478783026338,0.004385891370475292
2,BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT,1.3262187167129014e-05,8.406131200899836e-06,1.318290742347017e-05,1.4184738574840594e-05,3.720007589436136e-05,4.864870788878761e-05,0.00020364248484838754,0.00021724517864640802,0.004147847183048725,0.00015295817865990102,0.0013576046330854297,1.2495004739321303e-05,3.2760819976829225e-06,0.014754995703697205,0.00013221267727203667,0.00012844189768657088,0.00322817568667233,0.00013758079148828983,0.0003929159720428288,6.271036545513198e-05,0.0002240815374534577,5.501310806721449e-05,6.765317812096328e-05,5.338029586710036e-05,1.874529516499024e-05,0.00019961762882303447,0.00018782058032229543,4.4964639528188854e-05,4.474340130400378e-06,5.010705717722885e-05,8.446314313914627e-05,0.0032532166223973036,0.02854495495557785,6.048992509022355e-05,0.03518833965063095,1.532931491965428e-05,0.0002918907266575843,2.2800259102950804e-05,0.00012612415594048798,1.5766157957841642e-05,1.333043837803416e-05
3,ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT,0.13082508742809296,0.07608945667743683,0.0003424393944442272,0.10493142157793045,0.22228781878948212,0.0003922001924365759,0.01840846799314022,0.01753690093755722,0.0004853577702306211,0.08310747891664505,0.033480264246463776,0.0003936068678740412,0.00039225618820637465,0.0002663196064531803,0.04002656415104866,0.0011799708008766174,0.00415137130767107,0.003781127743422985,0.02415371872484684,0.0074107893742620945,0.1288871020078659,0.003087179036810994,0.0003472396929282695,0.0706440657377243,0.0009411513456143439,0.03664957731962204,0.007305527571588755,0.05417737737298012,0.0015033273957669735,0.009347784332931042,0.016686728224158287,0.0025549118872731924,0.0002837103384081274,0.00023709694505669177,0.0017592974472790956,0.003775907913222909,0.0006441788864322007,0.0038631760980933905,0.1374610811471939,0.002112393733114004,0.0005347977858036757
4,"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",0.00041061642696149647,0.0001717278646538034,0.00033401971450075507,9.216586477123201e-05,0.002768974518403411,0.0003297253279015422,0.0005381308728829026,0.0014781381469219923,0.0045555029064416885,0.0007209721370600164,0.0015183102805167437,0.04751041904091835,0.0021508093923330307,0.0016957555199041963,0.0034020475577563047,0.00024660222698003054,0.012997493147850037,0.00020702228357549757,0.002028779359534383,0.0032886830158531666,0.0008834605687297881,0.0014204769395291805,0.002089456655085087,0.0011186393676325679,0.11003248393535614,0.04414207860827446,0.01674826443195343,0.0006863075541332364,0.00018442177679389715,0.07573580741882324,0.014665218070149422,0.0004012882418464869,0.012459955178201199,0.005708719603717327,0.009370914660394192,0.011088162660598755,0.015611804090440273,0.07064934074878693,0.0016141338273882866,0.05660628154873848,0.00027662323554977775
5,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,0.0011298946337774396,0.0025810711085796356,0.007472691126167774,0.0017611372750252485,0.0028347212355583906,0.0009127042721956968,0.3810247480869293,0.5847141742706299,0.004247443750500679,0.025424504652619362,0.016247332096099854,0.005300160497426987,0.005316985305398703,0.01933472789824009,0.005065868142992258,0.0005467644077725708,0.008380209095776081,0.0007473944569937885,0.0064442772418260574,0.03923985734581947,0.0032984439749270678,0.0019167565042153,0.00019569339929148555,0.2982743978500366,0.20296555757522583,0.0020404302049428225,0.00991036556661129,0.2603948414325714,0.035573843866586685,0.04653525352478027,0.004440222401171923,0.009895761497318745,0.009713534265756607,0.0006717037758789957,0.02397819608449936,0.010244089178740978,0.01412138994783163,0.08785135298967361,0.06507590413093567,0.005541882943361998,0.04804003983736038
6,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,0.055266957730054855,0.010863863863050938,0.01758445054292679,0.007326366845518351,0.004538396839052439,0.03815247118473053,0.04624016582965851,0.23237717151641846,0.0015513274120166898,0.1863761842250824,0.03518560528755188,0.049498580396175385,0.02413315698504448,0.00801977701485157,0.06428420543670654,0.14834192395210266,0.004267539829015732,0.004073567222803831,0.14188508689403534,0.12450919300317764,0.03151480481028557,0.04243477061390877,0.021075541153550148,0.11855636537075043,0.14707697927951813,0.014191352762281895,0.5543121099472046,0.16628167033195496,0.08605267852544785,0.045408666133880615,0.3807992935180664,0.08117733895778656,0.02173110842704773,0.1327761858701706,0.06165139004588127,0.18876425921916962,0.02484489418566227,0.29988664388656616,0.017152555286884308,0.12247102707624435,0.0683920606970787
7,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT,0.009399964474141598,0.007695427164435387,0.021421581506729126,0.012484080158174038,0.056180283427238464,0.008165144361555576,0.03167438879609108,0.04782138764858246,0.0052841235883533955,0.018978675827383995,3.7553338188445196e-05,0.005796502344310284,0.006113273557275534,0.018989581614732742,0.014911550097167492,0.012908647768199444,0.007932034321129322,0.001513162162154913,0.02776351012289524,0.005065538454800844,0.01614096574485302,0.013469867408275604,0.013741208240389824,0.042974743992090225,0.004310097545385361,0.03833111375570297,0.027627060189843178,0.09062645584344864,0.023456012830138206,0.038110341876745224,0.026211312040686607,0.04140188544988632,0.020742688328027725,0.024367546662688255,0.04421455040574074,0.028740599751472473,0.05184001848101616,0.009875554591417313,0.033098913729190826,0.037297043949365616,0.02027497999370098
8,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,0.02379915677011013,0.10796759277582169,0.1252860128879547,0.02389480546116829,0.0667627602815628,0.28787803649902344,0.06119180843234062,0.1252460479736328,0.06657348573207855,0.18770284950733185,0.23310041427612305,0.10008218884468079,0.08866902440786362,0.12120074033737183,0.26436519622802734,0.11660642921924591,0.2062746286392212,0.033737663179636,0.2897610068321228,0.027056878432631493,0.10858388990163803,0.10210669785737991,0.1680491864681244,0.07781507074832916,0.20599378645420074,0.1633913218975067,0.26156914234161377,0.19388170540332794,0.05992836132645607,0.15043197572231293,0.0937027633190155,0.2010626345872879,0.2068745344877243,0.25119781494140625,0.295665979385376,0.24285852909088135,0.16921420395374298,0.09897538274526596,0.10866326838731766,0.16761544346809387,0.08401814848184586
9,CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement,0.0007130871526896954,0.002137228613719344,0.011590377427637577,0.0040413253009319305,0.08115105330944061,0.01689608208835125,0.11813827604055405,0.23482854664325714,0.01396973803639412,0.008528138510882854,0.0027984678745269775,0.05035983771085739,0.0473436638712883,0.015432155691087246,0.013574074022471905,0.15139232575893402,0.14777661859989166,0.00042157070129178464,0.014714309945702553,0.046052198857069016,0.06353528052568436,0.0129844443872571,0.021888213232159615,0.00021912180818617344,0.0002875320496968925,0.4247159957885742,0.00011109785555163398,0.0001922305818879977,0.19061586260795593,0.004074725788086653,0.00018065459153149277,0.0018177054589614272,0.033975254744291306,0.01700308918952942,0.046929046511650085,0.07989191263914108,0.048192139714956284,0.03754768520593643,0.046493735164403915,0.08276364207267761,0.414344847202301
