,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement,0.04228849336504936,0.2964528799057007,0.07782680541276932,0.07019738107919693,0.00037391093792393804,0.002063598483800888,0.00015241320943459868,0.00012243121454957873,9.255078475689515e-05,0.001178891398012638,0.0036671035923063755,0.003588681109249592,0.0024372823536396027,0.0014873805921524763,0.0017081890255212784,0.0005488110473379493,0.0004257699765730649,0.00047105542034842074,0.0014142785221338272,0.0016366338822990656,0.00037012138636782765,0.0003348054306115955,0.0005292767891660333,0.10363698750734329,0.004944283980876207,0.0016198605298995972,0.0004105352272745222,0.03984914720058441,0.0007239399710670114,0.03756008297204971,0.00013076525647193193,0.0031620122026652098,0.000715720234438777,0.0009312176262028515,0.0020409177523106337,0.0060110874474048615,0.0018292054301127791,0.0017551393248140812,0.0003234428586438298,0.0018104311311617494,0.0035726609639823437
1,SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,9.08972360775806e-05,0.04022911190986633,0.004813747946172953,0.0011529779294505715,0.021749425679445267,0.0013641085242852569,0.0018098283326253295,0.0019340096041560173,0.06382973492145538,0.01856854557991028,0.015974119305610657,0.006483008619397879,0.0027086399495601654,0.003969238139688969,0.016524402424693108,0.030014369636774063,0.03058699145913124,0.0004692785150837153,0.025171862915158272,0.007963644340634346,0.013265333138406277,0.0064583756029605865,0.00136766757350415,0.008225688710808754,0.012990422546863556,0.012410200200974941,0.0033269335981458426,0.008450813591480255,0.001969598699361086,0.0030652463901787996,0.002474426757544279,0.004309456329792738,0.0009839350823312998,0.0033101311419159174,0.002275097416713834,0.02376309037208557,0.007565587293356657,0.01641480065882206,0.02214919403195381,0.00689963111653924,0.003956007771193981
2,ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT,0.0016302729491144419,0.038868144154548645,0.04314543679356575,0.032294128090143204,0.1305643618106842,0.022582415491342545,0.02494392730295658,0.06473468244075775,0.007519855629652739,0.008311835117638111,0.056632149964571,0.02714562974870205,0.01963205635547638,0.021650101989507675,0.01817318983376026,0.03703610599040985,0.0642336830496788,0.011242853477597237,0.017904143780469894,0.016886042430996895,0.014939323998987675,0.05035747215151787,0.020750073716044426,0.19525879621505737,0.008393491618335247,0.014527859166264534,0.03813062235713005,0.17532646656036377,0.029380954802036285,0.0079882787540555,0.0407433807849884,0.08811552077531815,0.028555456548929214,0.022065961733460426,0.05863415449857712,0.05296377092599869,0.023252837359905243,0.022308524698019028,0.029312847182154655,0.03012552484869957,0.03707656264305115
3,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,0.006569196004420519,0.5820286870002747,0.0631556436419487,0.2171347439289093,0.004953451920300722,0.008215761743485928,0.0017863957909867167,0.0074481782503426075,0.0033876162488013506,0.010953860357403755,0.02463691309094429,0.0028774410020560026,0.0007926732650958002,0.00030337186763063073,0.00010313306120224297,0.0870840772986412,0.005864713340997696,0.0007299326825886965,0.00011058474046876654,0.001481433748267591,0.0002992021618410945,0.0001141406683018431,0.001030762679874897,0.0014663274632766843,0.018123501911759377,0.0009385364246554673,0.001079348847270012,0.001507997396402061,0.00024425284937024117,0.0017447876743972301,0.00019401067402213812,0.004857569932937622,0.0005627868813462555,0.009669303894042969,0.0018858936382457614,0.008239656686782837,0.005061401054263115,0.0019978766795247793,0.00015618238830938935,0.0030241042841225863,0.00033868083846755326
4,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,9.064395999303088e-05,0.000783273542765528,0.0007611778564751148,6.388433394022286e-05,0.06781189143657684,0.00035225844476372004,0.003237206721678376,0.017400559037923813,0.00011371240543667227,0.0013003979111090302,0.006174372974783182,0.0006242695963010192,0.006598739884793758,0.00013768553617410362,0.0005194523255340755,0.003998771775513887,0.00028496122104115784,4.6492314140778035e-05,0.00022657919907942414,0.0009577075834386051,0.00019313600205350667,0.002031448995694518,9.884838800644502e-05,0.00011003593681380153,0.0013056796742603183,0.004520934075117111,0.00045784295070916414,0.00010767844651127234,0.0068953074514865875,0.00014853150059934705,0.0003652430314105004,0.00029031746089458466,0.0005457230727188289,0.00034412488457746804,0.0030033867806196213,0.00657745311036706,0.0004476737231016159,0.005589267238974571,0.0005924308788962662,0.00034334062365815043,0.011570168659090996
5,DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,0.015946457162499428,0.0688944086432457,0.013637729920446873,0.08997341990470886,0.0018747895956039429,0.035793572664260864,0.00955470185726881,0.011608636938035488,0.015165506862103939,0.25072091817855835,0.092244952917099,0.007213294971734285,0.0012437484692782164,0.010160849429666996,0.04734225943684578,0.030061405152082443,0.04342741146683693,0.022672267630696297,0.07701689749956131,0.14203795790672302,0.013901268132030964,0.08890452980995178,0.032914090901613235,0.007110530510544777,0.01619376614689827,0.02740025334060192,0.009048444218933582,0.006626095622777939,0.003677775152027607,0.0012951662065461278,0.004205591976642609,0.09941606968641281,0.021601613610982895,0.026065893471240997,0.04951604828238487,0.008250108920037746,0.03659909963607788,0.666250467300415,0.17747555673122406,0.025522951036691666,0.009938525035977364
6,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,0.06669612228870392,0.010227766819298267,0.008519397117197514,0.004927349276840687,0.0021984220948070288,0.004285591654479504,0.016247808933258057,0.038576312363147736,0.02052595093846321,0.004665634594857693,0.044328998774290085,0.012057608924806118,0.001250994740985334,0.03690661862492561,0.007444750517606735,0.009883000515401363,0.1765853613615036,0.13902238011360168,0.010922706685960293,0.04635214805603027,0.07517088949680328,0.012105236761271954,0.002957241842523217,0.014421727508306503,0.00466797174885869,0.017353195697069168,0.004713777452707291,0.020588865503668785,0.01264188066124916,0.0037337278481572866,0.005429951474070549,0.060858353972435,0.0974603146314621,0.026133131235837936,0.07274141162633896,0.013973161578178406,0.11892369389533997,0.038542844355106354,0.025446327403187752,0.0012361694825813174,0.007943418808281422
7,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,0.013486647978425026,0.014404211193323135,0.3243030905723572,0.017505671828985214,0.01864246279001236,0.06441281735897064,0.0019040679326280951,0.0049909562803804874,0.0025680838152766228,0.059677284210920334,0.20815756916999817,0.025304948911070824,0.018132133409380913,0.06063973158597946,0.04399857297539711,0.20561335980892181,0.007708386518061161,0.0025283938739448786,0.06922273337841034,0.22008928656578064,0.06964711844921112,0.008499212563037872,0.10089032351970673,0.12368179857730865,0.05739542841911316,0.022054973989725113,0.03218395635485649,0.1778586357831955,0.6146791577339172,0.11549539864063263,0.03324805200099945,0.04526905715465546,0.009697262197732925,0.19037199020385742,0.25111910700798035,0.15593549609184265,0.15887893736362457,0.3535887598991394,0.19739112257957458,0.03877722844481468,0.4614316523075104
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,0.0022341879084706306,0.0037248297594487667,0.018950549885630608,0.005932159721851349,0.1535942256450653,0.11533161252737045,0.003331344574689865,0.01142898015677929,0.0015182341448962688,0.0030005346052348614,0.019324660301208496,0.03976336866617203,0.024800973013043404,0.12436627596616745,0.001915479195304215,0.022875593975186348,0.00529349222779274,0.06970551609992981,0.002014981349930167,0.051143765449523926,0.06805792450904846,0.031002165749669075,0.01464338693767786,0.16497255861759186,0.28021928668022156,0.12648028135299683,0.007380814291536808,0.1835348755121231,0.0006346965674310923,0.005221603438258171,0.0026979732792824507,0.6306149959564209,0.1337529867887497,0.01808037981390953,0.12418705970048904,0.17978587746620178,0.004535793326795101,0.059705063700675964,0.00338180479593575,0.055723026394844055,0.000605694018304348
