,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,0.024138551205396652,0.011904382146894932,0.1983453333377838,0.0075512477196753025,0.0056840041652321815,0.014697227627038956,0.0010201011318713427,0.0017121235141530633,0.0009784320136532187,0.01809900626540184,0.055259689688682556,0.0014812112785875797,0.001370818354189396,0.0006961655453778803,0.0009952312102541327,0.030936455354094505,0.011833220720291138,0.002773438347503543,0.0005013965419493616,0.002825025003403425,0.001186678884550929,0.006973769515752792,0.006161657627671957,0.004028019029647112,0.030693691223859787,0.0019396363059058785,0.06923338025808334,0.0065721203573048115,0.0334952212870121,0.005477489437907934,0.06336546689271927,0.04421401768922806,0.0006203337106853724,0.011672776192426682,0.004095911514014006,0.003752501681447029,0.012448163703083992,0.0025956786703318357,0.00021372505580075085,0.003425524104386568,0.03929666802287102
1,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,0.009427196346223354,0.038044944405555725,0.154027059674263,0.058980923146009445,0.6236494183540344,0.007076868787407875,0.15224169194698334,0.13686689734458923,0.002434775698930025,0.20061634480953217,0.03991538658738136,0.09850012511014938,0.2483167052268982,0.12196065485477448,0.0747351199388504,0.08124840259552002,0.2264367789030075,0.04975240305066109,0.14940695464611053,0.03895099461078644,0.18061088025569916,0.003938025329262018,0.007301509380340576,0.1591406762599945,0.19232921302318573,0.42517712712287903,0.25606659054756165,0.14583590626716614,0.036927543580532074,0.16209962964057922,0.25602591037750244,0.04199565201997757,0.1847352534532547,0.0566001757979393,0.39570990204811096,0.299598753452301,0.13428498804569244,0.06605885922908783,0.2624155580997467,0.12267021089792252,0.03316089138388634
2,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,0.22006334364414215,0.1298365443944931,0.007212809752672911,0.1840147227048874,0.029917128384113312,0.5537516474723816,0.027817627415060997,0.048532769083976746,0.779254138469696,0.06550509482622147,0.3995312750339508,0.3650552034378052,0.33847570419311523,0.060284171253442764,0.01067425962537527,0.06379280239343643,0.8924435973167419,0.016147270798683167,0.015169753693044186,0.0847272127866745,0.18421563506126404,0.08711064606904984,0.4250178039073944,0.6681562662124634,0.0408996157348156,0.15295864641666412,0.15253034234046936,0.7536847591400146,0.005784219596534967,0.0008293966529890895,0.16398753225803375,0.04712323844432831,0.10066200792789459,0.4146967828273773,0.2632177770137787,0.4227665662765503,0.023643741384148598,0.18013297021389008,0.035401057451963425,0.3877626955509186,0.008068498224020004
3,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",0.001782955601811409,0.0068168435245752335,0.013004002161324024,0.008937457576394081,0.026010610163211823,0.0087001733481884,0.013861171901226044,0.04246361181139946,0.08640255779027939,0.03886791691184044,0.03790096193552017,0.035205285996198654,0.04151948541402817,0.17711438238620758,0.025400428101420403,0.04360341280698776,0.12453402578830719,0.13565289974212646,0.06562364846467972,0.06278594583272934,0.02405042015016079,0.07858647406101227,0.0209298525005579,0.09021131694316864,0.07609719783067703,0.03229902684688568,0.059876054525375366,0.10005798190832138,0.09058905392885208,0.04361462965607643,0.018017517402768135,0.2222311645746231,0.20414260029792786,0.05462804064154625,0.19997893273830414,0.06260555982589722,0.17396436631679535,0.08962654322385788,0.058088917285203934,0.08558066934347153,0.09013228118419647
4,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,0.005149143747985363,0.0004122497048228979,0.007448242511600256,8.086808520602062e-05,0.006884044036269188,0.0031895197462290525,0.035655427724123,0.016382470726966858,0.0004517350753303617,0.0004218108078930527,0.006636091507971287,0.0003819630073849112,0.0006029334617778659,0.0004312726960051805,0.0008159108110703528,0.003006083657965064,0.0006483574979938567,0.0017242059111595154,0.0003165100933983922,0.0013548523420467973,0.0007864146027714014,0.0014399273786693811,0.0014358495827764273,0.003253303235396743,0.009515749290585518,0.0014826073311269283,0.0027737875934690237,0.01224776916205883,4.44953293481376e-05,0.009063010104000568,0.0009600548073649406,0.004574342630803585,0.0003665102703962475,0.0015673927264288068,0.013281728141009808,0.0019531124271452427,0.022726722061634064,0.0026042989920824766,0.0008145925821736455,0.00042707243119366467,7.245564484037459e-05
5,"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT",0.04523559287190437,0.007083880715072155,0.07294148951768875,0.020450402051210403,0.23414497077465057,9.757117368280888e-05,0.01521726418286562,0.007131176069378853,1.550011438666843e-05,3.969416502513923e-05,2.4938842670962913e-06,5.609563231701031e-06,6.026188657415332e-06,4.6233766624936834e-05,0.0002605427580419928,8.386697300011292e-05,2.4098890207824297e-05,1.3572225725511089e-05,0.00035928396391682327,2.9661683583981358e-05,3.95249153370969e-05,7.704304152866825e-05,1.6470065020257607e-05,3.5735305573325604e-05,0.00018871093925554305,0.01660512015223503,0.0005973854567855597,7.931367144919932e-05,1.0489122360013425e-05,1.899616290756967e-05,0.0016872023697942495,2.6423662347951904e-05,4.6166114771040156e-05,1.2550608516903594e-05,3.0441040507867e-05,2.90550433419412e-05,4.0994793380377814e-05,6.30978393019177e-05,0.0003008544153999537,1.3581292478193063e-05,3.463267785264179e-05
6,PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement,0.04052162170410156,0.04596962779760361,0.005595726892352104,0.09176390618085861,0.07072540372610092,0.033205896615982056,0.0017945977160707116,0.0024436917155981064,0.002897118916735053,0.003339239163324237,0.07182896882295609,0.04379333183169365,0.06429330259561539,0.01906631700694561,0.023922724649310112,0.002217798260971904,0.003377774963155389,0.06314296275377274,0.024393916130065918,0.04286530613899231,0.04075205326080322,0.14482779800891876,0.031106693670153618,0.011323538608849049,0.0016464838990941644,0.01747153140604496,0.009131117723882198,0.017681650817394257,0.03852279111742973,0.0013610260793939233,0.0015911863883957267,0.008964034728705883,0.018940942361950874,0.06520155817270279,0.12853485345840454,0.0463801845908165,0.007903375662863255,0.04564020037651062,0.08267568051815033,0.043020542711019516,0.03142212703824043
7,"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",0.11363207548856735,0.030672598630189896,0.02144397236406803,0.014237933792173862,0.2671692669391632,0.023854123428463936,0.004212760832160711,0.007955887354910374,0.10934657603502274,0.029849695041775703,0.04079374298453331,0.012851383537054062,0.016508670523762703,0.029441850259900093,0.02439645491540432,0.04594357684254646,0.13277491927146912,0.015983352437615395,0.053280118852853775,0.011079472489655018,0.0019248324679210782,0.053208641707897186,0.01039891503751278,0.009914891794323921,0.09597349166870117,0.08433195948600769,0.0407215841114521,0.01083257794380188,0.016787279397249222,0.10197949409484863,0.06285537779331207,0.06400538235902786,0.024131322279572487,0.01402529701590538,0.030962815508246422,0.06440358608961105,0.0342169851064682,0.017072541639208794,0.03789499029517174,0.021801602095365524,0.0211460143327713
8,EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC.,0.0014235057169571519,0.002748609986156225,0.14552947878837585,0.000661411031614989,0.009372923523187637,0.0009055493283085525,0.0018297967035323381,0.0016242654528468847,0.009936653077602386,0.0027080250438302755,0.01808866485953331,0.001018124632537365,0.000303581211483106,0.012100664898753166,0.0077887303195893764,0.026769673451781273,0.0019292705692350864,0.001475850585848093,0.008421755395829678,0.008092395961284637,0.0005461496184580028,0.0021577293518930674,0.00029678575810976326,0.0018895744578912854,0.004308988340198994,0.002456213114783168,0.04237639531493187,0.007740743458271027,0.011179260909557343,0.0001443300861865282,0.014375550672411919,0.023035071790218353,0.01715441606938839,0.0004024527152068913,0.029100529849529266,0.0018328808946534991,0.0018309394363313913,0.017157940194010735,0.006145194172859192,0.0004462408251129091,0.0005106162861920893
9,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,0.0017811708385124803,0.031044861301779747,0.0054618120193481445,0.007547716144472361,0.018083781003952026,0.011685822159051895,0.005798259284347296,0.002815188840031624,0.0010875026928260922,0.1385195404291153,0.25937673449516296,0.004029746167361736,0.0031068651005625725,0.006038155872374773,0.0030650461558252573,0.032119397073984146,0.00159707001876086,0.05968601256608963,0.003093273378908634,0.03904053568840027,0.03456517308950424,0.005245010368525982,0.0023689267691224813,0.013267622329294682,0.007578812073916197,0.1293494552373886,0.055155038833618164,0.018386829644441605,0.009266361594200134,0.010225397534668446,0.0038861690554767847,0.002397269709035754,0.005902026779949665,0.02201332151889801,0.034639663994312286,0.019318660721182823,0.02903161756694317,0.06533043086528778,0.008099584840238094,0.0020097331143915653,0.03847254440188408
