,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,0.01730557531118393,0.13969232141971588,0.142335906624794,0.053250547498464584,0.04544168710708618,0.0007119296933524311,0.22971464693546295,0.044464875012636185,0.0018663668306544423,0.01224627997726202,0.03862447664141655,0.008711745962500572,0.0017363858642056584,0.003309683408588171,0.0031709547620266676,0.0015837156679481268,0.008578373119235039,0.0014594706008210778,0.007238165941089392,0.0014950362965464592,0.18742987513542175,0.005610652267932892,0.0005425509880296886,0.010728615336120129,0.04523114114999771,0.011248450726270676,0.241287961602211,0.0026069425512105227,0.007208066992461681,0.004941379185765982,0.13817726075649261,0.06640327721834183,0.008814276196062565,0.0005395474727265537,0.026389745995402336,0.012222501449286938,0.04400133341550827,0.0011080923723056912,0.035744208842515945,0.00986519455909729,0.004498741123825312
1,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,0.0054755196906626225,0.006188118364661932,0.04270095378160477,0.0020558692049235106,0.07953956723213196,0.02309633418917656,0.0055173588916659355,0.005441276356577873,0.027873478829860687,0.03142937272787094,0.22343473136425018,0.002237047767266631,0.001543561927974224,0.004428799729794264,0.04073956608772278,0.09166747331619263,0.05152306705713272,0.06168584153056145,0.017608609050512314,0.015729038044810295,0.10529801994562149,0.02504582330584526,0.009049421176314354,0.022281015291810036,0.1248418390750885,0.08672662079334259,0.2554801404476166,0.0546867698431015,0.0022462820634245872,0.026648638769984245,0.2000441700220108,0.06620625406503677,0.006530533079057932,0.03933838754892349,0.020128432661294937,0.01120619848370552,0.013177620247006416,0.12553544342517853,0.031987305730581284,0.002891408046707511,0.012314489111304283
2,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",0.0007243750733323395,0.2198682427406311,0.0020395966712385416,0.26043635606765747,0.09388947486877441,0.15511202812194824,0.0018013800727203488,0.00348075944930315,0.0029164564330130816,0.02598302811384201,0.011984054930508137,0.002362215658649802,0.006653898395597935,0.0006125884829089046,0.1341364085674286,0.0013113091699779034,0.012152960523962975,0.02044442854821682,0.18103565275669098,0.21561628580093384,0.0017818937776610255,0.0012481877347454429,0.07247146964073181,0.0642215684056282,0.01778225414454937,0.761769711971283,0.007793604861944914,0.05600588023662567,0.00038041637162677944,0.004322527442127466,0.0052618784829974174,0.02284601889550686,0.00045220626634545624,0.11330180615186691,0.013783684931695461,0.015520079992711544,0.3001280128955841,0.22416390478610992,0.039470549672842026,0.008615463972091675,0.0007172137266024947
3,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,0.00022568952408619225,0.00026494363555684686,0.002234684769064188,0.0015504173934459686,0.026003390550613403,0.013642095029354095,0.006422484293580055,0.011800108477473259,0.0007412299746647477,0.017134342342615128,0.031202897429466248,0.00046089329407550395,6.36620752629824e-05,0.0014497359516099095,0.005887389648705721,0.20532742142677307,0.001669737626798451,0.016589250415563583,0.017082206904888153,0.043099623173475266,0.011468821205198765,0.005404187832027674,0.008770031854510307,0.007578898221254349,0.008341633714735508,0.0259966142475605,0.010136086493730545,0.0069093224592506886,0.02833523042500019,0.0036945866886526346,0.0019158275099471211,0.001317279995419085,0.004157302435487509,0.009085044264793396,0.028051435947418213,0.0016770162619650364,0.025432977825403214,0.045906830579042435,0.014504299499094486,0.0022986014373600483,0.02932930551469326
4,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,0.10740330070257187,0.014497361145913601,0.06116423383355141,0.010354425758123398,0.0348503515124321,0.06088694557547569,0.027652190998196602,0.054710231721401215,0.00017412974557373673,0.0009622803772799671,0.05240491032600403,0.015092410147190094,0.023538991808891296,0.0037731353659182787,0.0032521462999284267,0.004452137742191553,0.0003065525961574167,0.0016190040623769164,0.0017373996088281274,0.05186387151479721,0.020072057843208313,0.000851858698297292,0.005448357667773962,0.006335841026157141,0.020364094525575638,0.000682591344229877,0.02531208097934723,0.0036328353453427553,0.00022743933368474245,0.04291045665740967,0.03680961951613426,0.038113635033369064,0.007309149019420147,0.008529547601938248,0.05377308279275894,0.08923950791358948,0.03454305976629257,0.1251896321773529,0.019936800003051758,0.05930805206298828,0.0006461234297603369
5,"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",2.8248326998436823e-05,0.0005828216089867055,0.002746428130194545,0.0004024409281555563,0.01236976869404316,0.0014980274718254805,0.0001005903395707719,0.00043837609700858593,0.0011226865462958813,0.052749842405319214,0.051874786615371704,0.00021444838785100728,0.00021142578043509275,0.0005441076937131584,0.06883486360311508,8.409875590587035e-05,0.0026013129390776157,0.0022506925743073225,0.04432738944888115,0.0010780934244394302,0.00033224266371689737,0.0011473699705675244,4.523229654296301e-05,8.399168291362002e-05,0.0002969926572404802,0.00017457171634305269,0.010307921096682549,8.853704639477655e-05,0.0040702251717448235,0.0003644340904429555,0.01105175819247961,0.00041330367093905807,0.000908867281395942,5.460240936372429e-05,0.0007810203242115676,0.0006638767663389444,0.002542664296925068,0.005465982481837273,0.0008153835660777986,0.0007540592923760414,0.002431434579193592
6,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,0.14402352273464203,0.08909624069929123,0.4548936188220978,0.09041598439216614,0.07627318799495697,0.05844145640730858,0.006852099671959877,0.028177695348858833,0.2199760228395462,0.1048673689365387,0.5898503065109253,0.4223640263080597,0.26434922218322754,0.05134991183876991,0.044810619205236435,0.0894312784075737,0.3308848738670349,0.053282663226127625,0.04325713589787483,0.033158447593450546,0.08812511712312698,0.04689580202102661,0.02388640120625496,0.07467363029718399,0.0872747004032135,0.08879993855953217,0.2552349269390106,0.12343623489141464,0.26981914043426514,0.1860404759645462,0.24213778972625732,0.18972612917423248,0.019764985889196396,0.018744273111224174,0.1168292760848999,0.4167356789112091,0.03118128888309002,0.007012894842773676,0.10509755462408066,0.2328353077173233,0.20923016965389252
7,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,0.0029792054556310177,0.003978483844548464,0.17010168731212616,0.0009837221587076783,0.02540285885334015,0.00817972794175148,0.03257782757282257,0.028934402391314507,0.0016448956448584795,0.0014857393689453602,0.01030280813574791,0.000429365347372368,0.0022716440726071596,0.0058747548609972,0.04766581952571869,0.03557007014751434,0.006674688309431076,0.005582647863775492,0.12147802859544754,0.0006889567011967301,0.007029246538877487,0.009319408796727657,0.01251645851880312,0.004775953013449907,0.0006486130878329277,0.07475592195987701,0.013870373368263245,0.004635962191969156,0.0015473241219297051,0.0004272809892427176,0.002698153955861926,0.006329513154923916,0.011545595712959766,0.011180435307323933,0.03323837369680405,0.002523325616493821,0.03354072570800781,0.0020119259133934975,0.03576841205358505,0.0006183301447890699,0.008250419050455093
8,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",0.00018978214939124882,0.028074385598301888,0.01754448562860489,0.049084439873695374,0.09926317632198334,0.0008240111055783927,9.055801638169214e-05,0.00023535896616522223,0.00016343977767974138,0.019436750560998917,0.0036531228106468916,0.04419367015361786,0.01736060343682766,0.04437361657619476,0.09753989428281784,0.0003765469300560653,0.000567769689951092,0.0014518949901685119,0.1463979035615921,0.014804317615926266,0.016567599028348923,0.005369868595153093,0.0001515415933681652,0.013481857255101204,0.0008256371365860105,0.1263933926820755,0.015303448773920536,0.024165181443095207,0.0008560176356695592,0.00011720979819074273,0.004079507198184729,0.0053732614032924175,0.049010831862688065,0.000538916327059269,0.021663205698132515,0.014374710619449615,0.0006178219919092953,0.02471272461116314,0.03365413844585419,0.012615988962352276,0.0009779735701158643
9,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,0.025248190388083458,0.11711813509464264,0.07498014718294144,0.10485679656267166,0.11923995614051819,0.264087051153183,0.18044376373291016,0.16003404557704926,0.010907317511737347,0.07525570690631866,0.30951544642448425,0.23580341041088104,0.21753334999084473,0.15341231226921082,0.16566982865333557,0.14675211906433105,0.038395095616579056,0.16403621435165405,0.1949312686920166,0.2131430059671402,0.19262996315956116,0.04556247964501381,0.15290185809135437,0.1493171900510788,0.00707763759419322,0.33608606457710266,0.030719278380274773,0.1899155080318451,0.08073754608631134,0.01940883882343769,0.016463596373796463,0.18865729868412018,0.17213891446590424,0.2017400860786438,0.17261220514774323,0.3489024043083191,0.07183989137411118,0.2093709111213684,0.28057974576950073,0.23077566921710968,0.07814362645149231
