,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,0.011220873333513737,0.30490928888320923,0.016242507845163345,0.12385614216327667,0.018812185153365135,0.09641387313604355,0.08109565079212189,0.05335742607712746,0.002978042932227254,0.4011029601097107,0.4724705219268799,0.01440036203712225,0.009229435585439205,0.0021741294767707586,0.005102436989545822,0.23857282102108002,0.036802027374506,0.0009201672510243952,0.005053401924669743,0.036934468895196915,0.24268405139446259,0.011854859068989754,0.10093682259321213,0.01586475409567356,0.005676537752151489,0.01827738620340824,0.16399060189723969,0.0254837479442358,0.030079977586865425,0.3546184003353119,0.14312836527824402,0.24098636209964752,0.0038970483001321554,0.0855836272239685,0.012193338014185429,0.05761617794632912,0.20786195993423462,0.135733500123024,0.0610714890062809,0.01973705366253853,0.04930749908089638
1,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,0.024876050651073456,0.023068737238645554,0.02968745119869709,0.01098833978176117,0.0856337919831276,0.16818949580192566,0.19865739345550537,0.3260917365550995,0.021102162078022957,0.18563055992126465,0.3050314784049988,0.11314013600349426,0.12145958095788956,0.05394241586327553,0.10457847267389297,0.12030234187841415,0.09358885139226913,0.030284998938441277,0.12899181246757507,0.1515330672264099,0.2966533303260803,0.24748754501342773,0.12817330658435822,0.18318429589271545,0.2086872160434723,0.174074187874794,0.178147092461586,0.25702738761901855,0.19877572357654572,0.27698880434036255,0.15332302451133728,0.32444652915000916,0.10798175632953644,0.15489685535430908,0.16315212845802307,0.19792205095291138,0.21437080204486847,0.17328161001205444,0.18208806216716766,0.08938233554363251,0.2201693207025528
2,TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,0.05448369309306145,0.18308551609516144,0.00033485976746305823,0.2913857102394104,0.0009349389583803713,0.0006830492056906223,0.00033186041400767863,0.0010079435305669904,0.01712837815284729,6.134360592113808e-05,0.01593540608882904,0.004748253151774406,0.004449773579835892,0.0007358836592175066,0.22906698286533356,0.0005168843199498951,0.06227744743227959,0.009439239278435707,0.23600204288959503,0.0017079683020710945,0.0026609424967318773,0.1978166699409485,9.026732732309029e-05,0.007301695644855499,0.009975144639611244,0.008058144710958004,0.09821727126836777,0.005496643017977476,7.944080425659195e-05,0.006351148243993521,0.020892024040222168,0.0008060663822107017,0.0003618283080868423,0.0002212766994489357,0.0030173587147146463,0.02502177655696869,0.014547443948686123,0.002060957718640566,0.00021628483955282718,0.05132418870925903,0.00010185960854869336
3,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,0.1505451500415802,0.1362634152173996,0.003093399340286851,0.1690446436405182,0.1489635407924652,0.010844804346561432,0.12282823026180267,0.16148224472999573,0.07290542870759964,0.12891888618469238,0.19228273630142212,0.00044397159945219755,0.0010956323239952326,0.030793117359280586,0.010669524781405926,0.1661950796842575,0.17085948586463928,0.262032687664032,0.020964359864592552,0.00065824412740767,0.0029755649156868458,0.11930659413337708,0.03710981830954552,0.0015824552392587066,0.15939848124980927,0.017186040058732033,0.1411585509777069,0.0018672841833904386,0.018872767686843872,0.06604921817779541,0.08962462842464447,0.24241159856319427,0.08947712928056717,0.1305035501718521,0.09126771241426468,0.004642677493393421,0.0570857934653759,0.0007005167426541448,0.15318192541599274,0.0008034832426346838,0.06013500690460205
4,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,0.004573897458612919,0.049242570996284485,0.3905166685581207,0.18671250343322754,0.050634048879146576,0.31057360768318176,0.025342417880892754,0.034859444946050644,0.034656427800655365,0.066398024559021,0.48849454522132874,0.16941465437412262,0.12029680609703064,0.05660202354192734,0.004803624004125595,0.6140487194061279,0.08592066168785095,0.047746673226356506,0.007790097035467625,0.00600525364279747,0.046365343034267426,0.27047720551490784,0.4289391040802002,0.27447953820228577,0.18877844512462616,0.1071188673377037,0.2262478470802307,0.31218671798706055,0.13562439382076263,0.04034703969955444,0.12790782749652863,0.06113402545452118,0.08754639327526093,0.37009575963020325,0.16474317014217377,0.24853548407554626,0.2235998660326004,0.07355138659477234,0.008303060196340084,0.23993481695652008,0.12212690711021423
5,HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement,0.003481719410046935,0.024104978889226913,0.028276918455958366,0.0007600883254781365,0.02734540030360222,0.0034055013675242662,0.047826189547777176,0.02064521610736847,0.008802211843430996,0.005339642986655235,0.03179453685879707,0.00020941444381605834,0.00011754453589674085,0.013053047470748425,0.003578637959435582,0.0013287822948768735,0.00679280050098896,0.0012137164594605565,0.004868969786912203,0.00153549259994179,0.007113573607057333,0.018292441964149475,0.0007776983547955751,0.0010372176766395569,0.001273630652576685,0.024352392181754112,0.0016175367636606097,0.0013302892912179232,0.003678840585052967,0.001853227149695158,0.0005350577994249761,0.006654266268014908,0.05456555634737015,0.0028965091332793236,0.05530634522438049,0.0007109277066774666,0.02037469483911991,0.007968177087605,0.004963492043316364,0.0004697863769251853,0.0057747857645154
6,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,0.31203141808509827,0.665599524974823,0.1339150071144104,0.11961552500724792,0.5981898307800293,0.10847723484039307,0.4688749611377716,0.42210760712623596,0.3365415632724762,0.14194199442863464,0.49566254019737244,0.049390800297260284,0.0734877809882164,0.20512913167476654,0.26294422149658203,0.20538827776908875,0.5108684301376343,0.2505851089954376,0.25353679060935974,0.21166206896305084,0.1519368439912796,0.17722497880458832,0.0653182864189148,0.6030804514884949,0.45241671800613403,0.4263676106929779,0.6321731209754944,0.4101404547691345,0.13326279819011688,0.124457947909832,0.6591027975082397,0.5964405536651611,0.32892507314682007,0.07495483756065369,0.4201984703540802,0.19512121379375458,0.3375248908996582,0.2642480432987213,0.13904009759426117,0.09709437936544418,0.18959330022335052
7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,0.0015060652513056993,0.011957334354519844,0.03569196164608002,0.0042524198070168495,0.0055550155229866505,0.019627775996923447,0.04320871829986572,0.04741831496357918,0.005335419904440641,0.05037425085902214,0.06975460797548294,0.010478293523192406,0.008911543525755405,0.02542763203382492,0.003237681230530143,0.005322610028088093,0.055292095988988876,0.09353888779878616,0.0026700501330196857,0.0013242731802165508,0.003739358624443412,0.0819549635052681,0.0007104925462044775,0.009127863682806492,0.0245830025523901,0.027768820524215698,0.058158136904239655,0.01711878925561905,0.024534596130251884,0.02996944822371006,0.02920994535088539,0.09665954113006592,0.040204454213380814,0.0032849689014256,0.15326692163944244,0.07875428348779678,0.05970901623368263,0.0016159774968400598,0.017670191824436188,0.032748304307460785,0.024781562387943268
8,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,0.017784057185053825,0.03285971283912659,0.14457860589027405,0.024394936859607697,0.2556937336921692,0.07048436999320984,0.03764365240931511,0.03212517499923706,0.007546937093138695,0.1363283097743988,0.084841787815094,0.01951601356267929,0.006667500827461481,0.03111490234732628,0.03135065361857414,0.028771400451660156,0.019412415102124214,0.017641080543398857,0.02008589170873165,0.00751253729686141,0.4131852984428406,0.3383646607398987,0.004270700737833977,0.03511091321706772,0.007205949630588293,0.08158697932958603,0.015704786404967308,0.007661953568458557,0.06939125806093216,0.10191816091537476,0.012331504374742508,0.012656659819185734,0.075781911611557,0.018477363511919975,0.10030443221330643,0.06144794449210167,0.01983248069882393,0.01580873318016529,0.06388073414564133,0.032202523201704025,0.07276485860347748
9,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,0.17659474909305573,0.1534743309020996,0.009310404770076275,0.10444110631942749,0.068240225315094,0.3252218961715698,0.035571061074733734,0.022188082337379456,0.08081541210412979,0.09978143870830536,0.08022268116474152,0.016170451417565346,0.25384968519210815,0.1922387182712555,0.043677918612957,0.011066336184740067,0.10429533571004868,0.07120657712221146,0.04886415973305702,0.5631047487258911,0.2744385600090027,0.012697730213403702,0.02201766148209572,0.020051032304763794,0.2834985554218292,0.1391887068748474,0.1448194831609726,0.02696053311228752,0.11414501070976257,0.12470050156116486,0.0827481597661972,0.4094446301460266,0.30851778388023376,0.11031557619571686,0.34789004921913147,0.10002439469099045,0.010626598261296749,0.5949692130088806,0.06152648478746414,0.07840486615896225,0.05039667710661888
